route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307109,"South to I-485/S. Blvd",1,928088,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307110,"South to I-485/S. Blvd",1,928087,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307112,"South to I-485/S. Blvd",1,928096,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307113,"South to I-485/S. Blvd",1,928085,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307114,"South to I-485/S. Blvd",1,928094,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307116,"North to UNCC",0,928096,5010110
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307117,"South to I-485/S. Blvd",1,928085,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307118,"South to I-485/S. Blvd",1,928096,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307119,"North to UNCC",0,928094,5010117
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307120,"North to UNCC",0,928093,5010109
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307121,"South to I-485/S. Blvd",1,928094,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307122,"North to UNCC",0,928085,5010109
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307123,"North to UNCC",0,928086,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307124,"North to UNCC",0,928087,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307125,"North to UNCC",0,928095,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307126,"North to UNCC",0,928088,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307127,"North to UNCC",0,928096,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307128,"North to UNCC",0,928094,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307129,"North to UNCC",0,928093,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307130,"North to UNCC",0,928085,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307131,"North to UNCC",0,928086,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307132,"North to UNCC",0,928087,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307133,"North to UNCC",0,928095,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307134,"North to UNCC",0,928088,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307135,"North to UNCC",0,928096,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307136,"North to UNCC",0,928094,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307137,"North to UNCC",0,928093,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307138,"North to UNCC",0,928085,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307139,"North to UNCC",0,928086,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307140,"North to UNCC",0,928087,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307141,"North to UNCC",0,928095,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307142,"North to UNCC",0,928088,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307143,"North to UNCC",0,928096,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307144,"North to UNCC",0,928094,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307145,"North to UNCC",0,928093,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307146,"North to UNCC",0,928085,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307147,"North to UNCC",0,928086,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307148,"North to UNCC",0,928087,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307149,"North to UNCC",0,928095,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307150,"North to UNCC",0,928088,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307151,"North to UNCC",0,928096,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307152,"North to UNCC",0,928094,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307153,"North to UNCC",0,928093,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307154,"North to UNCC",0,928085,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307155,"North to UNCC",0,928086,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307156,"North to UNCC",0,928087,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307157,"North to UNCC",0,928095,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307158,"North to UNCC",0,928088,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307159,"North to UNCC",0,928096,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307160,"North to UNCC",0,928094,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307161,"North to UNCC",0,928093,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307162,"North to UNCC",0,928085,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307163,"North to UNCC",0,928086,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307164,"North to UNCC",0,928087,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307165,"North to UNCC",0,928095,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307166,"South to I-485/S. Blvd",1,928088,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307167,"North to UNCC",0,928088,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307168,"North to UNCC",0,928096,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307169,"North to UNCC",0,928094,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307170,"South to I-485/S. Blvd",1,928087,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307171,"North to UNCC",0,928085,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307172,"North to UNCC",0,928087,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307173,"North to UNCC",0,928088,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307174,"North to UNCC",0,928096,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307175,"North to UNCC",0,928094,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307176,"North to UNCC",0,928085,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307177,"North to UNCC",0,928087,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307178,"South to I-485/S. Blvd",1,928086,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307179,"North to UNCC",0,928088,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307180,"South to I-485/S. Blvd",1,928094,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307181,"North to UNCC",0,928096,5010108
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307182,"South to I-485/S. Blvd",1,928096,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307183,"South to I-485/S. Blvd",1,928088,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307184,"South to I-485/S. Blvd",1,928093,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307185,"South to I-485/S. Blvd",1,928085,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307186,"South to I-485/S. Blvd",1,928095,5010111
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307187,"South to I-485/S. Blvd",1,928088,5010111
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307188,"South to I-485/S. Blvd",1,928096,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307189,"South to I-485/S. Blvd",1,928094,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307190,"South to I-485/S. Blvd",1,928093,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307191,"South to I-485/S. Blvd",1,928085,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307192,"South to I-485/S. Blvd",1,928086,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307193,"South to I-485/S. Blvd",1,928087,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307194,"South to I-485/S. Blvd",1,928095,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307195,"South to I-485/S. Blvd",1,928088,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307196,"South to I-485/S. Blvd",1,928096,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307197,"South to I-485/S. Blvd",1,928094,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307198,"South to I-485/S. Blvd",1,928093,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307199,"South to I-485/S. Blvd",1,928085,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307200,"South to I-485/S. Blvd",1,928086,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307201,"South to I-485/S. Blvd",1,928087,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307202,"South to I-485/S. Blvd",1,928095,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307203,"South to I-485/S. Blvd",1,928088,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307204,"South to I-485/S. Blvd",1,928096,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307205,"South to I-485/S. Blvd",1,928094,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307206,"South to I-485/S. Blvd",1,928093,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307207,"South to I-485/S. Blvd",1,928085,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307208,"South to I-485/S. Blvd",1,928086,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307209,"South to I-485/S. Blvd",1,928087,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307210,"South to I-485/S. Blvd",1,928095,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307211,"South to I-485/S. Blvd",1,928088,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307212,"South to I-485/S. Blvd",1,928096,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307213,"South to I-485/S. Blvd",1,928094,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307214,"South to I-485/S. Blvd",1,928093,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307215,"South to I-485/S. Blvd",1,928085,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307216,"South to I-485/S. Blvd",1,928086,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307217,"South to I-485/S. Blvd",1,928087,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307218,"South to I-485/S. Blvd",1,928095,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307219,"South to I-485/S. Blvd",1,928088,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307220,"South to I-485/S. Blvd",1,928096,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307221,"South to I-485/S. Blvd",1,928094,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307222,"South to I-485/S. Blvd",1,928093,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307223,"South to I-485/S. Blvd",1,928085,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307224,"South to I-485/S. Blvd",1,928086,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307225,"South to I-485/S. Blvd",1,928087,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307226,"South to I-485/S. Blvd",1,928095,5010107
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307228,"South to I-485/S. Blvd",1,928088,5010123
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307229,"South to I-485/S. Blvd",1,928087,5010123
501,BLE-Saturday-0-RAIL-26-01-0000010-,5307230,"South to I-485/S. Blvd",1,928096,5010123
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307609,"North to UNCC",0,928108,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307610,"North to UNCC",0,928107,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307611,"North to UNCC",0,928104,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307612,"North to UNCC",0,928106,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307614,"North to UNCC",0,928106,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307615,"North to UNCC",0,928103,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307616,"North to UNCC",0,928108,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307617,"North to UNCC",0,928107,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307618,"North to UNCC",0,928102,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307619,"South to I-485/S. Blvd",1,928102,5010111
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307620,"South to I-485/S. Blvd",1,928107,5010111
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307621,"South to I-485/S. Blvd",1,928108,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307622,"South to I-485/S. Blvd",1,928104,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307623,"South to I-485/S. Blvd",1,928105,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307624,"South to I-485/S. Blvd",1,928103,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307625,"South to I-485/S. Blvd",1,928109,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307626,"South to I-485/S. Blvd",1,928106,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307627,"South to I-485/S. Blvd",1,928102,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307628,"South to I-485/S. Blvd",1,928107,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307629,"South to I-485/S. Blvd",1,928108,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307630,"South to I-485/S. Blvd",1,928104,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307631,"South to I-485/S. Blvd",1,928105,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307632,"South to I-485/S. Blvd",1,928103,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307633,"South to I-485/S. Blvd",1,928109,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307634,"South to I-485/S. Blvd",1,928106,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307635,"South to I-485/S. Blvd",1,928102,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307636,"South to I-485/S. Blvd",1,928107,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307637,"South to I-485/S. Blvd",1,928108,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307638,"South to I-485/S. Blvd",1,928104,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307639,"South to I-485/S. Blvd",1,928105,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307640,"South to I-485/S. Blvd",1,928103,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307641,"South to I-485/S. Blvd",1,928109,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307642,"South to I-485/S. Blvd",1,928106,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307643,"South to I-485/S. Blvd",1,928102,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307644,"South to I-485/S. Blvd",1,928107,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307645,"South to I-485/S. Blvd",1,928108,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307646,"South to I-485/S. Blvd",1,928104,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307647,"South to I-485/S. Blvd",1,928105,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307648,"South to I-485/S. Blvd",1,928103,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307649,"South to I-485/S. Blvd",1,928109,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307650,"South to I-485/S. Blvd",1,928106,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307651,"South to I-485/S. Blvd",1,928102,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307652,"South to I-485/S. Blvd",1,928107,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307653,"South to I-485/S. Blvd",1,928108,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307654,"South to I-485/S. Blvd",1,928104,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307655,"South to I-485/S. Blvd",1,928105,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307656,"South to I-485/S. Blvd",1,928103,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307657,"South to I-485/S. Blvd",1,928109,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307658,"South to I-485/S. Blvd",1,928106,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307659,"South to I-485/S. Blvd",1,928102,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307660,"South to I-485/S. Blvd",1,928107,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307661,"South to I-485/S. Blvd",1,928108,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307662,"South to I-485/S. Blvd",1,928104,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307663,"South to I-485/S. Blvd",1,928105,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307664,"North to UNCC",0,928108,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307665,"South to I-485/S. Blvd",1,928103,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307666,"South to I-485/S. Blvd",1,928109,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307667,"North to UNCC",0,928103,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307668,"South to I-485/S. Blvd",1,928106,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307669,"North to UNCC",0,928107,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307670,"South to I-485/S. Blvd",1,928107,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307671,"South to I-485/S. Blvd",1,928108,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307672,"South to I-485/S. Blvd",1,928104,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307673,"South to I-485/S. Blvd",1,928103,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307674,"South to I-485/S. Blvd",1,928106,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307675,"South to I-485/S. Blvd",1,928107,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307676,"South to I-485/S. Blvd",1,928108,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307677,"South to I-485/S. Blvd",1,928104,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307678,"North to UNCC",0,928104,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307679,"South to I-485/S. Blvd",1,928103,5010107
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307680,"South to I-485/S. Blvd",1,928106,5010123
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307681,"South to I-485/S. Blvd",1,928107,5010123
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307682,"North to UNCC",0,928106,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307683,"South to I-485/S. Blvd",1,928108,5010123
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307684,"North to UNCC",0,928105,5010109
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307686,"North to UNCC",0,928108,5010110
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307688,"North to UNCC",0,928104,5010117
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307689,"North to UNCC",0,928103,5010109
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307690,"North to UNCC",0,928109,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307691,"North to UNCC",0,928106,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307692,"North to UNCC",0,928102,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307693,"North to UNCC",0,928107,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307694,"North to UNCC",0,928108,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307695,"North to UNCC",0,928104,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307696,"North to UNCC",0,928105,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307697,"North to UNCC",0,928103,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307698,"North to UNCC",0,928109,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307699,"North to UNCC",0,928106,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307700,"North to UNCC",0,928102,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307701,"North to UNCC",0,928107,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307702,"North to UNCC",0,928108,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307703,"North to UNCC",0,928104,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307704,"North to UNCC",0,928105,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307705,"North to UNCC",0,928103,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307706,"North to UNCC",0,928109,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307707,"North to UNCC",0,928106,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307708,"North to UNCC",0,928102,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307709,"North to UNCC",0,928107,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307710,"North to UNCC",0,928108,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307711,"North to UNCC",0,928104,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307712,"North to UNCC",0,928105,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307713,"North to UNCC",0,928103,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307714,"North to UNCC",0,928109,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307715,"North to UNCC",0,928106,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307716,"North to UNCC",0,928102,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307717,"North to UNCC",0,928107,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307718,"North to UNCC",0,928108,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307719,"North to UNCC",0,928104,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307720,"North to UNCC",0,928105,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307721,"North to UNCC",0,928103,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307722,"North to UNCC",0,928109,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307723,"North to UNCC",0,928106,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307724,"North to UNCC",0,928102,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307725,"North to UNCC",0,928107,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307726,"North to UNCC",0,928108,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307727,"North to UNCC",0,928104,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307728,"North to UNCC",0,928105,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307729,"North to UNCC",0,928103,5010108
501,BLE-Sunday-0-RAIL-26-01-0000001-,5307730,"North to UNCC",0,928109,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306687,"South to I-485/S. Blvd",1,928071,5010107
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306688,"South to I-485/S. Blvd",1,928075,5010107
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306689,"South to I-485/S. Blvd",1,928082,5010107
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306690,"South to I-485/S. Blvd",1,928072,5010107
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306693,"North to UNCC",0,928070,5010110
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306694,"South to I-485/S. Blvd",1,928080,5010107
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306695,"South to I-485/S. Blvd",1,928074,5010107
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306696,"North to UNCC",0,928083,5010117
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306697,"North to UNCC",0,928082,5010109
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306698,"South to I-485/S. Blvd",1,928082,5010107
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306699,"North to UNCC",0,928073,5010109
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306700,"North to UNCC",0,928068,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306701,"North to UNCC",0,928074,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306702,"South to I-485/S. Blvd",1,928081,5010107
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306703,"North to UNCC",0,928069,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306704,"North to UNCC",0,928070,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306705,"North to UNCC",0,928083,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306706,"North to UNCC",0,928075,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306707,"South to I-485/S. Blvd",1,928068,5010107
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306708,"North to UNCC",0,928082,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306709,"North to UNCC",0,928073,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306710,"North to UNCC",0,928068,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306711,"North to UNCC",0,928081,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306712,"North to UNCC",0,928074,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306713,"South to I-485/S. Blvd",1,928072,5010107
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306714,"North to UNCC",0,928069,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306715,"North to UNCC",0,928070,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306716,"North to UNCC",0,928071,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306717,"North to UNCC",0,928083,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306718,"South to I-485/S. Blvd",1,928075,5010107
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306719,"North to UNCC",0,928075,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306720,"North to UNCC",0,928082,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306721,"North to UNCC",0,928068,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306722,"North to UNCC",0,928081,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306723,"North to UNCC",0,928074,5010108
501,BLE-Weekday-0-RAIL-26-01-1111100-,5306724,"North to UNCC",0,928070,5010108
